,features,observed_count,expected_feature_count_theta_0,partial_derivative_theta_0,finite_difference_theta_0,expected_feature_count_theta_tanh,partial_derivative_theta_tanh,finite_difference_theta_tanh
"('d', '8')","('b', 'c')",19,315.87179487179486,-296.87179487179486,-296.8717944895616,327.61670048506664,-308.61670048506664,-308.61670056765433
"('d', '9')","('b', 'f')",1,315.87179487179486,-314.87179487179486,-314.8717947624391,335.38254957855156,-334.38254957855156,-334.3825497722719
"('d', 'E')","('b', 'o')",1282,315.87179487179486,966.1282051282051,966.1282052547903,359.6914997678589,922.3085002321411,922.3084995028329
"('d', 'U')","('b', 's')",251,315.87179487179486,-64.87179487179486,-64.87179452960845,370.95065868155683,-119.95065868155683,-119.95065942755899
"('d', 'a')","('b', 'k')",1,315.87179487179486,-314.87179487179486,-314.8717947624391,348.70589010696244,-347.70589010696244,-347.70589227264276
"('d', 'b')","('b', 'd')",18,315.87179487179486,-297.87179487179486,-297.8717941005016,330.1858627815319,-312.1858627815319,-312.18586264003534
"('d', 'c')","('b', 'h')",8,315.87179487179486,-307.87179487179486,-307.8717945754761,340.6558348925797,-332.6558348925797,-332.65583515458275
"('d', 'd')","('b', 'b')",131,315.87179487179486,-184.87179487179486,-184.8717944085365,325.067218761694,-194.067218761694,-194.06721876293884
"('d', 'e')","('b', 'u')",1527,315.87179487179486,1211.128205128205,1211.1282056139316,376.6772811961784,1150.3227188038215,1150.322719331598
"('d', 'f')","('b', 't')",60,315.87179487179486,-255.87179487179486,-255.87179443391503,373.80612876660354,-313.80612876660354,-313.8061296340311
"('d', 'g')","('b', 'p')",14,315.87179487179486,-301.87179487179486,-301.87179472704884,362.4813112610925,-348.4813112610925,-348.4813110844697
"('d', 'h')","('b', 'q')",4,315.87179487179486,-311.87179487179486,-311.8717941106297,365.287960923205,-361.287960923205,-361.2879609136143
"('d', 'i')","('b', 'w')",3,315.87179487179486,-312.87179487179486,-312.87179481296334,382.46539140713196,-379.46539140713196,-379.4653912336798
"('d', 'j')","('b', 'y')",765,315.87179487179486,449.12820512820514,449.12820558238303,388.3124307308033,376.6875692691967,376.68756849598134
"('d', 'k')","('b', 'g')",0,315.87179487179486,-315.87179487179486,-315.8717943733791,338.0097130171426,-338.0097130171426,-338.0097128683701
"('d', 'l')","('b', '3')",0,315.87179487179486,-315.87179487179486,-315.8717943733791,228.72096928331112,-228.72096928331112,-228.7209699716186
"('d', 'm')","('b', '2')",3,315.87179487179486,-312.87179487179486,-312.87179481296334,227.16453746251173,-224.16453746251173,-224.16453721234572
"('d', 'n')","('b', 'v')",21,315.87179487179486,-294.87179487179486,-294.87179454008583,379.56380744964576,-358.56380744964576,-358.5638074582675
"('d', 'o')","('b', 'j')",51,315.87179487179486,-264.87179487179486,-264.8717945703538,346.00413804386636,-295.00413804386636,-295.0041391159175
"('d', 'p')","('b', '1')",0,315.87179487179486,-315.87179487179486,-315.8717943733791,225.62729912849105,-225.62729912849105,-225.62729936907996
"('d', 'q')","('b', '9')",0,315.87179487179486,-315.87179487179486,-315.8717943733791,238.46976476511972,-238.46976476511972,-238.4697643719846
"('d', 'r')","('b', '6')",0,315.87179487179486,-315.87179487179486,-315.8717943733791,233.5067233324525,-233.5067233324525,-233.50672308879436
